,WikiID,director,color
358,/m/07ykkx5,Julie Anne Robinson,color
359,/m/04jr3z,Tim Burton,black and white
360,/m/03cgcph,Roscoe Arbuckle,black and white
361,/m/0273d78,,
362,/m/06w658c,Otto Preminger,black and white
363,/m/02x8n08,Mark Prebble,
364,/m/0bpnbl,,
365,/m/026f_k5,,
366,/m/0djsk0,,
367,/m/05t022w,,
368,/m/0cq7kw,,
369,/m/06nmwj,,
370,/m/043qglw,Jan Hřebejk,color
371,/m/025z5dw,Friz Freleng,black and white
372,/m/0fds50,Jayanth C. Paranjee,
373,/m/0gfxs9,,
374,/m/03d780k,,
375,/m/05f4nyh,,
376,/m/02pyxxr,,
377,/m/02r8_4y,,
378,/m/096nrt,Carl Theodor Dreyer,black and white
379,/m/0490_m,Kirk Thatcher,
380,/m/03c5zcj,,
381,/m/036z4q,,
382,/m/0dn94_,,
383,/m/07k4jw0,,
384,/m/06_461,,
385,/m/0d3vw_,Tobe Hooper,
386,/m/0d9j9b,,
387,/m/03csv6x,,
388,/m/04yc5nr,,
389,/m/04cth_t,,
390,/m/0gfhc13,,
391,/m/03c3048,,
392,/m/07s83qp,,
393,/m/047c6gn,,
394,/m/02x03wz,,
395,/m/027ngfy,,
396,/m/05c4_y9,,
397,/m/027cvvr,,
398,/m/0kv68r,Anna Muylaert,color
399,/m/025j92,,
400,/m/02vpp9c,,
401,/m/09_rj4,,
402,/m/01l0jh,Mark Sandrich,black and white
403,/m/0h73_g,Jeff Burr,color
404,/m/071ndp,,
405,/m/027h46q,Ashutosh Gowariker,
406,/m/0kvb4f,,
407,/m/04lghfb,,
408,/m/0kvbhk,,
409,/m/0by1wkq,,
410,/m/0h44yf,Robert McKimson,color
411,/m/0gg9_b9,Matt Cimber,
412,/m/0kvbhy,,
413,/m/09vttt,,
414,/m/0gsc8r,,
415,/m/0drw88x,,
416,/m/04yf57r,,
417,/m/0k9f_3f,Fred Vogel,color
418,/m/03t8p6,,
419,/m/02809_l,,
420,/m/0crrckw,,
421,/m/099107,Martin Sheen,color
422,/m/0dstt0,Hal Needham,color
423,/m/016ks5,Neil Jordan,color
424,/m/0cm9dp5,Sibi Malayil,
425,/m/0bmg2zs,,
426,/m/0fymw0,,
427,/m/0b6g00j,,
428,/m/0fvlb6,,
429,/m/03glq6,,
430,/m/0g26jx,,
431,/m/02qxffp,Arthur Penn,black and white
432,/m/02r1h_3,Clarence Brown,black and white
433,/m/04kkxx,Sam Raimi,color
434,/m/015gl2,Lindsay Anderson,black and white
435,/m/0d6np27,Frank Darabont,color
436,/m/09g6wg2,Vincent Rocca,color
437,/m/0k3n8tj,,
438,/m/02qs76f,,
439,/m/0fq2xx9,,
440,/m/03rf3z,Blake Edwards,color
441,/m/04p58f,Emeric Pressburger,
442,/m/082l0k,,
443,/m/05gmn3,,
444,/m/02qfqzf,,
445,/m/0kvcfg,Ninì Grassia,color
446,/m/0ch2pw6,,
447,/m/09kjprg,,
448,/m/0cbzd_,Rowland V. Lee,black and white
449,/m/04p58s,,
450,/m/0kb57,Sam Wood,black and white
451,/m/04j09_p,Serge Rodnunsky,
452,/m/0d1t91,,
453,/m/076xw3l,,
454,/m/06zmk0m,,
455,/m/05q3zsp,,
456,/m/0d4glc,,
457,/m/03c7nkd,John Grissmer,
458,/m/027qvhg,,
459,/m/0h94q0c,,
460,/m/01syqn,,
461,/m/0c3_zr8,,
462,/m/0d539d,,
463,/m/02qj_5b,Chang Cheh,
464,/m/02wg8m,,
465,/m/09k6v61,,
466,/m/0b59_0,,
467,/m/0kv4f1,,
468,/m/05c36tn,,
469,/m/0fmyf1,Ronald Neame,color
470,/m/0279xlz,Rudolph Maté,color
471,/m/06g77c,David Lynch,color
472,/m/049w1q,Pieter Jan Brugge,color
473,/m/0crcr6s,Kodi Ramakrishna,color
474,/m/065l_6,,
475,/m/047nmtr,,
476,/m/03gqmqv,,
477,/m/0dzydf,Andy Sidaris,color
478,/m/0b77ywr,,
479,/m/0jl0mqw,Teguh Karya,color
480,/m/060xq9,Lu Chuan,color
481,/m/04068zh,,
482,/m/0c38k8,E. Elias Merhige,black and white
483,/m/05mvz8k,,
484,/m/0ck650,,
485,/m/02pxps1,,
486,/m/09h37b,Reginald Le Borg,black and white
487,/m/0hr2hsx,,
488,/m/0h63vkm,,
489,/m/047pf_0,,
490,/m/04c13q,,
491,/m/080c12d,,
492,/m/06w8b2n,,
493,/m/03yjhrd,,
494,/m/02x6_md,,
495,/m/03d64c,,
496,/m/0gvn91y,,
497,/m/08ll9g,Emile Ardolino,color
498,/m/09g9x63,Oxide Pang Chun,
499,/m/09c3qk,,
500,/m/04v3j2,,
501,/m/0c5skt,,
502,/m/0797tn,,
503,/m/04yfvmr,Hans W. Geißendörfer,color
504,/m/02pl6_v,Sam Taylor,black and white
505,/m/051w84c,Robert L. Collins,color
506,/m/080k2hm,Tom Terriss,black and white
507,/m/0dgn19h,Olivier Masset-Depasse,color
508,/m/03chqf4,,
509,/m/0fbct3,DJ Pooh,color
510,/m/0j28fqc,,
511,/m/02vmylc,,
512,/m/08ns88,Dennis Dugan,color
513,/m/011xrr,W. D. Richter,color
514,/m/02jvd9,Alan Rudolph,color
515,/m/0gx1gwf,Shakti Samanta,
516,/m/0gvbrg,,
517,/m/0547wx,,
518,/m/0g4x37,,
519,/m/0b76q5_,,
520,/m/04jj9g3,,
521,/m/0ccbhm0,,
522,/m/0d0hvd,,
523,/m/0brzpsy,,
524,/m/07s53z2,,
525,/m/0gvtgqx,,
526,/m/062mn_,,
527,/m/06zkdv4,,
528,/m/04f2rzb,,
529,/m/04j4tx,,
530,/m/0g9_hjj,,
531,/m/0crw1kw,,
532,/m/0gx0wfr,,
533,/m/02q1dbt,,
534,/m/04glfbm,,
535,/m/0547w5,,
536,/m/09rfsx1,,
537,/m/04y6jvt,,
538,/m/0ch30sk,,
539,/m/04jfg_x,,
540,/m/028cdr2,,
541,/m/0jt1c7n,,
542,/m/02vtsph,,
543,/m/0b73s5n,Ranjith,color
544,/m/0gs973,,
545,/m/04j17hc,,
546,/m/05b6n04,Andrew Sugerman,
547,/m/03d96ht,,
548,/m/0hr6q7s,,
549,/m/03byg0t,,
550,/m/03bwqz,,
551,/m/0b6p8p8,Bertrand Blier,
552,/m/04n01ck,,
553,/m/0dr__tg,,
554,/m/05zm0gk,,
555,/m/0d6hs2l,Stuart Margolin,color
556,/m/03bwqm,Henry Hathaway,black and white
557,/m/07s4d6n,Paul Hoen,color
558,/m/03cnn95,,
559,/m/02vt7xf,Duncan Gibbins,
560,/m/063qzp,,
561,/m/026t_yt,,
562,/m/02rrczt,Blair Treu,color
563,/m/066189,John De Bello,color
564,/m/04q2g0m,Baldev Raj Chopra,color
565,/m/05sqd7t,Bette Gordon,
566,/m/06mt3b,Francine McDougall,color
567,/m/04yg13l,Jonathan English,color
568,/m/0dsxdc,Maria Ripoll,color
569,/m/0jwvhp3,Junji Sakamoto,color
570,/m/0bt_bms,Wu Yigong,color
571,/m/0cxk1l,Praveen Gandhi,
572,/m/0h3lw_c,Kriv Stenders,color
573,/m/0gmz8n,Arjun Sarja,color
574,/m/0cgr8nw,Mahesh Manjrekar,
575,/m/0gswf6,Friz Freleng,color
576,/m/06w5_tg,,
577,/m/0287chf,Oscar Rudolph,
578,/m/09fl_w,,
579,/m/02rpcyw,,
580,/m/0fb9lq,Franc Roddam,color
581,/m/0c0dpj,Robert Mulligan,black and white
582,/m/0k3p2kb,Frasco Mortiz,color
583,/m/06zs56v,,
584,/m/054vqy,,
585,/m/01l310,,
586,/m/06fwns,Phillip Noyce,color
587,/m/02pn3hd,S. A. Chandrasekhar,color
588,/m/07_0z3,,
589,/m/0h94y5v,,
590,/m/02z9gjf,,
591,/m/054vql,,
592,/m/04j1zjw,,
593,/m/0b775_p,,
594,/m/074f3k,,
595,/m/047ctgd,,
596,/m/02vr0fm,,
597,/m/02r0r4m,,
598,/m/093txc,Claude Lelouch,color
599,/m/05n_fgw,,
600,/m/03by_1q,,
601,/m/026yz8f,,
602,/m/074dk4,,
603,/m/0289n83,,
604,/m/0bh739w,,
605,/m/04jj8v5,,
606,/m/03cssbb,Ray Austin,color
607,/m/0hhrfqx,,
608,/m/02qsvdf,,
609,/m/02vtdyp,,
610,/m/0jq8r,,
611,/m/04g2sr0,,
612,/m/0h1hhph,,
613,/m/04ylt_,,
614,/m/09v5kb3,,
615,/m/0fp_98w,,
616,/m/0272gq3,,
617,/m/0glt1gv,,
618,/m/04lhcgr,,
619,/m/02x0srr,,
620,/m/026wlxw,,
621,/m/0gy4k,Alfred Hitchcock,black and white
622,/m/0806h15,Chris Smith,
623,/m/04q8l5y,,
624,/m/027mbg9,,
625,/m/09rynj,,
626,/m/027qsw4,,
627,/m/03hhz4_,,
628,/m/02d4bc,Peter Hedges,color
629,/m/02r4y1,Paul Weitz,color
630,/m/02j9_2,Joss Whedon,color
631,/m/047lb8l,Clifton Ko,color
632,/m/0yx7h,Adrian Lyne,color
633,/m/03c0ng6,Tom DiCillo,color
634,/m/0j438k5,PC Shekhar,color
635,/m/01l_pn,McG,color
636,/m/082880,Paul Fox,
637,/m/02rsqw4,Alberto Lattuada,black and white
638,/m/02rpdwf,Jonathan Heap,color
639,/m/03r8z9,Larry Blamire,color
640,/m/089s2r,Jack Garfein,black and white
641,/m/02rlw9m,Frank Borzage,black and white
642,/m/015q_8,Lina Wertmüller,color
643,/m/0c3qlm,Cathy Randall,
644,/m/0h67t9v,,
645,/m/066gyt,William Friedkin,
646,/m/065_2mc,Ringo Lam,
647,/m/09gj0dy,,
648,/m/027sfwn,,
649,/m/05m6pc,,
650,/m/05msfyg,,
651,/m/03clrxq,,
652,/m/05zsgcj,Hou Hsiao-Hsien,color
653,/m/065zfpx,Dave Fleischer,
654,/m/0gj0bb,,
655,/m/080dplg,,
656,/m/0bd65d,,
657,/m/0dj5bv,,
658,/m/0dgrsw1,,
659,/m/080bg29,,
660,/m/05c13wg,Nash Edgerton,color
661,/m/0416_jf,,
662,/m/09rbc5,,
663,/m/0gdssln,,
664,/m/06zsdbq,,
665,/m/02vs6jw,,
666,/m/03m3s51,,
667,/m/0cm7_8z,,
668,/m/05229gd,,
669,/m/0dscpvz,,
670,/m/02q8_dg,,
671,/m/0kv5bh,,
672,/m/027x7z5,,
673,/m/0gchlb,,
674,/m/02pzpv6,Vincent O'Connell,color
675,/m/0gmxk4,,
676,/m/09gf6lh,,
677,/m/09hjcp,Jerry Paris,color
678,/m/0gg5qyz,,
679,/m/06znjl_,,
680,/m/03zl9n,,
681,/m/031f_m,,
682,/m/02qb69b,,
683,/m/0dppkv,,
684,/m/0d6ykf,Marcus Cole,
685,/m/05fggt,,
686,/m/0h0wd9,,
687,/m/0btsjp,,
688,/m/027spdm,,
689,/m/098ytq,,
690,/m/02s4m9,,
691,/m/0193ch,,
692,/m/0b6pnft,,
693,/m/0hrdl6c,Craig Moss,color
694,/m/051xs93,,
695,/m/028243m,,
696,/m/0dfy12,Mikael Salomon,color
697,/m/0583g0,Ismael Rodríguez,black and white
698,/m/0kvd2g,,
699,/m/0kvd0x,,
700,/m/0czb9qq,,
701,/m/03whtz9,,
702,/m/0dgqz_g,,
703,/m/0czdqyb,,
704,/m/0dcgr8,,
705,/m/03bypcq,,
706,/m/051vlbj,,
707,/m/051zpx6,,
708,/m/01gbd4,,
709,/m/02pwlkz,,
710,/m/0gl0fs8,,
711,/m/05zmryn,,
712,/m/02r2386,,
713,/m/07vbcz,,
714,/m/06y5pv,Frank Tashlin,color
715,/m/06kt1h,John Badham,color
716,/m/06d6ch,Dwight H. Little,color
717,/m/0cvccbp,,
718,/m/09gj_lb,,
719,/m/03s99s,Joe D'Amato,color
720,/m/051vlb5,Paul J. Smith,
721,/m/02r69jl,,
722,/m/064kwx5,,
723,/m/094xb1,,
724,/m/0hhc81q,,
725,/m/0g59sr5,,
726,/m/0fq2ctl,,
727,/m/0b6f8kh,,
728,/m/04trg3,John Sturges,color
729,/m/054xvf,Stanley Donen,color
730,/m/0j288dt,Lesley Selander,
731,/m/05n_62q,,
732,/m/0h1cs6j,,
733,/m/0270qdh,,
734,/m/04j34n,,
735,/m/047p798,,
736,/m/0gh8948,,
737,/m/0408hyt,Stephan Elliott,color
738,/m/05fkhv,Ken Kwapis,
739,/m/0dctss,,
740,/m/09lw0z,,
741,/m/072zgj,,
742,/m/027fhjv,,
743,/m/04crn09,,
744,/m/06_1x0,Kim Ki-duk,color
745,/m/0jt43n7,Eloy de la Iglesia,color
746,/m/06zrqk2,Peter Manus,
747,/m/0jt3pvf,,
748,/m/02pknl8,,
749,/m/08w51z,,
750,/m/0h3mx6f,,
751,/m/0bh6zg4,,
752,/m/04tm9x4,,
753,/m/0cbymz,Robert Clouse,color
754,/m/0g55blx,Dito Montiel,color
755,/m/051zjwb,,
756,/m/03pvrq,Stefan Ruzowitzky,color
757,/m/0614yq,John Carl Buechler,color
758,/m/026l36n,Sammo Hung,color
759,/m/0bg324,Roy Boulting,black and white
760,/m/07k75j9,Peter Hyams,
761,/m/0kvbvd,,
762,/m/04f_fcs,,
763,/m/0dln838,,
764,/m/05lg_3,,
765,/m/0272p1c,Justin Zackham,
766,/m/02y96d,,
767,/m/09j4bh,,
768,/m/02prgzz,,
769,/m/05f1t6,,
770,/m/0kv1hy,,
771,/m/027nsxw,Bob Hoskins,color
772,/m/0bknp6,,
773,/m/048j2s,,
774,/m/0bbwqld,,
775,/m/05b67zw,,
776,/m/0g_1sj,,
777,/m/0kv69x,,
778,/m/071fr7,,
779,/m/0gkth2q,,
780,/m/051_3qx,,
781,/m/041313z,,
782,/m/027jd7v,,
783,/m/0g55pm9,,
784,/m/0jymd,,
785,/m/027zw52,Herman Yau,
786,/m/01470k,,
787,/m/0gk_404,Roy Campanella II,
788,/m/0286ynb,,
789,/m/03hmvds,,
790,/m/032xt8,,
791,/m/0cf63r,,
792,/m/0275nqh,Susan Seidelman,color
793,/m/0c01lsy,,
794,/m/03gvs7d,,
795,/m/0404gn8,,
796,/m/01q7vwf,,
797,/m/05c1009,,
798,/m/0b29hc,,
799,/m/04lgphx,,
800,/m/03mdz33,,
801,/m/0jym0,,
802,/m/0613sx,,
803,/m/04lgphk,,
804,/m/08d_kk,Scott Shaw,color
805,/m/046z51,,
806,/m/0f0zlb,Henry Hathaway,color
807,/m/04ydnkg,Oleg Ryaskov,color
808,/m/0bbtmrn,,
809,/m/0bmh63p,,
810,/m/04jbt9x,,
811,/m/026p_bs,Mark Robson,color
812,/m/05b4w4s,Basu Chatterjee,color
813,/m/05q8lt3,,
814,/m/02qys8c,,
815,/m/05pn3c,Guy Hamilton,color
816,/m/0cc6sl,Jonathan Prince,color
817,/m/04963s,,
818,/m/0dsc929,Arthur B. Woods,black and white
819,/m/0fp_tm6,Rohit Dhawan,color
820,/m/09g91g0,,
821,/m/0bv8qsf,,
822,/m/0cs_68,,
823,/m/0g1gbp,Samuel Fuller,black and white
824,/m/02qjrcp,Sydney Pollack,color
825,/m/047d13v,Don Patterson,
826,/m/09sqlg,,
827,/m/0bs1pyg,,
828,/m/05zsf_s,,
829,/m/026_y0f,,
830,/m/03nqsx1,,
831,/m/0b1zt3,,
832,/m/09kxk0,,
833,/m/051x5f2,,
834,/m/0gysbr9,,
835,/m/0glrpfs,,
836,/m/074xlr,,
837,/m/02dwj,,
838,/m/09gn4r2,,
839,/m/0crfq4m,,
840,/m/03c_lhp,,
841,/m/0281f6k,,
842,/m/02qf760,,
843,/m/0gvvv55,,
844,/m/075q17,,
845,/m/0grynb,,
846,/m/04qr6r,,
847,/m/0cd3m,Michalis Cacoyannis,black and white
848,/m/07m10j,John Irvin,
849,/m/0gfgztn,,
850,/m/027yj28,,
851,/m/09w82k,Peter Greenaway,color
852,/m/02bd_w,Ralph Nelson,color
853,/m/0gcq_0f,,
854,/m/01p8m2,,
855,/m/0j_4xjr,,
856,/m/0crcypn,,
857,/m/0kvg3q,,
858,/m/027j32d,,
859,/m/07ch32,,
860,/m/03h5h68,,
861,/m/0cj5ry,,
862,/m/065y6l7,,
